track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Las Palabras De Amor (The Words Of Love) - Remastered 2011,Queen,43,Hot Space (2011 Remaster),1982-05-03,The Queen - La Discografia Completa,rock,album rock,0.395,0.558,2,-7.643,1,0.0282,0.102,1.09E-06,0.0704,0.132,81.605,271640
Cool Cat - Remastered 2011,Queen,60,Hot Space (2011 Remaster),1982-05-03,The Queen - La Discografia Completa,rock,album rock,0.818,0.4,9,-9.927,1,0.11,0.302,0.00241,0.18,0.838,73.76,209107
Tie Your Mother Down - Remastered 2011,Queen,26,A Day At The Races,1976-12-10,Nikki Sixx's Top Pixx,rock,album rock,0.327,0.886,2,-5.6,1,0.0722,0.094,0.000195,0.35,0.16,134.991,286693
Runnin' with the Devil - 2015 Remaster,Van Halen,70,Van Halen (Remastered),1978-02-10,Nikki Sixx's Top Pixx,rock,album rock,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960
Make It,Aerosmith,45,Aerosmith,1973-01-05,Nikki Sixx's Top Pixx,rock,album rock,0.553,0.685,0,-10.981,1,0.0275,0.0151,0.149,0.19,0.57,137.898,218960
Sweet Home Alabama,Lynyrd Skynyrd,81,Second Helping,1974-04-15,The Sound of Album Rock,rock,album rock,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800
Baba O'Riley,The Who,76,Who's Next,1971-08-14,The Sound of Album Rock,rock,album rock,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400
Under Pressure - Remastered,Queen,59,Greatest Hits II,1991-10-28,Rock Classics,rock,classic rock,0.663,0.712,2,-7.268,1,0.0479,0.524,0,0.0804,0.527,113.439,236520
Sweet Child O' Mine,Guns N' Roses,82,Appetite For Destruction,1987-01-01,Rock Classics,rock,classic rock,0.454,0.91,6,-7.766,1,0.0446,0.0852,0.0988,0.116,0.63,125.116,354520
Have You Ever Seen The Rain,Creedence Clearwater Revival,78,Pendulum (40th Anniversary Edition),1970-12-07,Rock Classics,rock,classic rock,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28E-05,0.133,0.774,116.109,160133
Bohemian Rhapsody - Remastered 2011,Queen,29,A Night At The Opera (2011 Remaster),1975-11-21,Rock Classics,rock,classic rock,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,76,Out Of Our Heads,1965-07-30,Rock Classics,rock,classic rock,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813
Livin' On A Prayer,Bon Jovi,24,Slippery When Wet,1986-01-01,Rock Classics,rock,classic rock,0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93E-05,0.325,0.72,122.494,249293
Another One Bites The Dust - Remastered 2011,Queen,74,The Game (Deluxe Remastered Version),1980-06-27,Rock Classics,rock,classic rock,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653
Sweet Home Alabama,Lynyrd Skynyrd,27,Second Helping,1974-04-15,Rock Classics,rock,classic rock,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,281147
Dream On,Aerosmith,78,Aerosmith,1973-01-05,Rock Classics,rock,classic rock,0.307,0.433,1,-10.057,1,0.029,0.388,9.08E-05,0.332,0.224,160.9,266960
Paradise City,Guns N' Roses,78,Appetite For Destruction,1987-01-01,Rock Classics,rock,classic rock,0.273,0.952,11,-8.762,1,0.0841,0.0169,0.0112,0.142,0.475,100.269,405640
Whole Lotta Love - 1990 Remaster,Led Zeppelin,76,Led Zeppelin II,1969-10-22,Rock Classics,rock,classic rock,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893
Sunday Bloody Sunday - Remastered 2008,U2,66,War (Deluxe Edition Remastered),1983-02-28,Rock Classics,rock,classic rock,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440
Jump - 2015 Remaster,Van Halen,78,1984 (Remastered),1984-01-04,Rock Classics,rock,classic rock,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994,241600
We Will Rock You - Remastered,Queen,70,News Of The World (Deluxe Remastered Version),1977-10-28,Rock Classics,rock,classic rock,0.693,0.497,2,-7.316,1,0.119,0.679,0,0.258,0.473,81.308,122067
Baba O'Riley,The Who,22,Who's Next (Deluxe Edition),1971-08-14,Rock Classics,rock,classic rock,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400
"Paint It, Black - Mono",The Rolling Stones,66,The Rolling Stones In Mono (Remastered 2016),1966-01-01,Rock Classics,rock,classic rock,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,204480
Bad Moon Rising,Creedence Clearwater Revival,24,Green River (40th Anniversary Edition),1969-08-03,Rock Classics,rock,classic rock,0.647,0.762,2,-5.856,1,0.0287,0.0599,3.35E-06,0.0705,0.93,89.837,141600
Honky Tonk Women - Mono Version,The Rolling Stones,66,Hot Rocks (1964-1971),1971-12-20,Rock Classics,rock,classic rock,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,179387
Welcome To The Jungle,Guns N' Roses,14,Greatest Hits,2004-01-01,Rock Classics,rock,classic rock,0.456,0.978,10,-4.869,0,0.112,0.0301,0.499,0.313,0.327,123.411,271867
Black Dog - Remaster,Led Zeppelin,73,Led Zeppelin IV (Deluxe Edition),1971-11-08,Rock Classics,rock,classic rock,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387
Behind Blue Eyes - Original Album Version,The Who,16,Greatest Hits,2009-12-21,Rock Classics,rock,classic rock,0.399,0.518,7,-10.637,1,0.0318,0.229,0.00122,0.262,0.285,127.084,223333
One,U2,77,Achtung Baby (Deluxe Edition),1991-11-18,Rock Classics,rock,classic rock,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187
Down On The Corner,Creedence Clearwater Revival,19,Willy And The Poor Boys (40th Anniversary Edition),1969-11-02,Rock Classics,rock,classic rock,0.831,0.544,0,-9.288,1,0.0837,0.594,0.00389,0.0736,0.856,108.177,166280
Brown Sugar,The Rolling Stones,16,Sticky Fingers (Deluxe),1971-04-23,Rock Classics,rock,classic rock,0.638,0.931,0,-3.605,1,0.0363,0.228,0.000295,0.0524,0.965,128.662,228667
Who Are You,The Who,17,Who Are You (Remastered),1978-08-18,Rock Classics,rock,classic rock,0.651,0.661,9,-11.405,1,0.0511,0.265,0.00313,0.106,0.489,156.371,378707
Fortunate Son,Creedence Clearwater Revival,16,The Long Road Home - The Ultimate John Fogerty / Creedence Collection,2005-12-14,Rock Classics,rock,classic rock,0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,0.432,132.31,138053
Wild Horses,The Rolling Stones,72,Sticky Fingers (Remastered),1971-04-23,Rock Classics,rock,classic rock,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,341773
Pinball Wizard,The Who,18,Tommy (Remastered 2013 Super Deluxe Edition),1969-05-23,Rock Classics,rock,classic rock,0.543,0.715,2,-8.89,1,0.0356,0.0192,0,0.256,0.468,124.011,180943
Kashmir - 2012 Remaster,Led Zeppelin,63,Physical Graffiti (Deluxe Edition),1975-02-24,Rock Classics,rock,classic rock,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,517125
Panama,Van Halen,15,1984,1984-01-03,Rock Classics,rock,classic rock,0.515,0.987,8,-5.391,1,0.108,0.00135,0.000195,0.0697,0.298,141.258,212640
Immigrant Song - Remaster,Led Zeppelin,77,Led Zeppelin III (Remastered),1970,Rock Classics,rock,classic rock,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250
Won't Get Fooled Again - Original Album Version,The Who,15,Who's Next (Deluxe Edition),1971-08-14,Rock Classics,rock,classic rock,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400
Good Times Bad Times - 1993 Remaster,Led Zeppelin,70,Led Zeppelin,1969-01-12,Rock Classics,rock,classic rock,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61E-05,0.0818,0.753,93.584,166267
My Generation - Mono Version,The Who,56,The Who Sings My Generation (U.S. Version),1966-04-01,Rock Classics,rock,classic rock,0.299,0.787,0,-7.93,0,0.069,0.14,0,0.292,0.716,94.798,198867
Walk This Way,Aerosmith,65,Aerosmith's Greatest Hits,1980-11-11,Rock Classics,rock,classic rock,0.629,0.785,5,-10.761,1,0.0471,0.0249,9.45E-06,0.0522,0.869,108.531,211027
Dream On,Aerosmith,61,The Essential Aerosmith,2011-09-13,Classic Rock,rock,classic rock,0.412,0.528,1,-6.613,1,0.0259,0.298,5.03E-05,0.332,0.175,79.962,265093
Sweet Emotion,Aerosmith,73,Toys In The Attic,1975-04-08,Classic Rock,rock,classic rock,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133
Walk This Way,Aerosmith,72,Toys In The Attic,1975-04-08,Classic Rock,rock,classic rock,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03E-05,0.0754,0.894,108.705,220400
Bohemian Rhapsody - 2011 Remaster,Queen,9,Greatest Hits (2011 Remaster),1981-10-26,Classic Rock,rock,classic rock,0.392,0.398,0,-9.973,0,0.0515,0.256,0,0.195,0.236,143.587,355467
Where The Streets Have No Name - Single Edit,U2,3,The Best Of 1980 - 1990,1998-10-21,Classic Rock,rock,classic rock,0.504,0.857,2,-6.014,1,0.0379,0.0119,0.00653,0.13,0.354,125.636,276132
Sweet Home Alabama,Lynyrd Skynyrd,14,Lynyrd Skynyrd - Rock Legends,2007-11-02,Classic Rock,rock,classic rock,0.58,0.634,7,-11.058,1,0.0252,0.145,0.000984,0.329,0.935,97.919,285347
Fortunate Son,Creedence Clearwater Revival,1,The Long Road Home - The Ultimate John Fogerty - Creedance Collection,2005-01-01,Classic Rock,rock,classic rock,0.634,0.762,0,-3.917,1,0.0393,0.0562,0.244,0.192,0.427,132.539,138053
Honky Tonk Women,The Rolling Stones,2,Rolled Gold +,1975-11-06,Classic Rock,rock,classic rock,0.558,0.683,7,-9.868,1,0.0585,0.353,0.0171,0.111,0.966,120.169,179200
Rock You Like a Hurricane,Scorpions,61,Stranger Things (Soundtrack from the Netflix Original Series),2017-10-27,Classic Rock,rock,classic rock,0.584,0.833,11,-5.824,1,0.0358,0.000265,0.00595,0.32,0.671,124.018,254347
Gimme Three Steps,Lynyrd Skynyrd,14,(Pronounced 'Leh-'Nérd 'Skin-'Nérd) [Expanded Edition],1973,Classic Rock Drive,rock,classic rock,0.644,0.823,9,-8.092,1,0.0578,0.296,0.00115,0.126,0.917,133.39,270293
Simple Man,Lynyrd Skynyrd,69,Pronounced' Leh-'Nerd 'Skin-'Nerd,1973-01-01,Classic Rock Drive,rock,classic rock,0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.403,120.471,356627
Panama,Van Halen,51,Best of Volume 1,1996-09-24,Classic Rock Drive,rock,classic rock,0.515,0.987,8,-5.391,1,0.108,0.00135,0.000195,0.0697,0.298,141.258,212640
Beast Of Burden - Remastered,The Rolling Stones,18,Some Girls,1978-06-09,Classic Rock Drive,rock,classic rock,0.786,0.87,1,-3.875,0,0.0316,0.413,0.000494,0.0389,0.864,100.66,265173
Runnin' with the Devil - 2015 Remaster,Van Halen,70,Van Halen (Remastered),1978-02-10,Classic Rock Drive,rock,classic rock,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960
Bad Moon Rising,Creedence Clearwater Revival,76,Green River (40th Anniversary Edition),1969-08-03,Classic Rock Drive,rock,classic rock,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87E-06,0.063,0.942,178.946,141600
Wanted Dead Or Alive,Bon Jovi,14,Slippery When Wet,1986-01-01,Classic Rock Drive,rock,classic rock,0.257,0.803,7,-3.886,1,0.0411,0.137,0.0156,0.297,0.294,150.818,308667
Hot for Teacher - 2015 Remaster,Van Halen,67,1984 (Remastered),1984-01-04,Classic Rock Drive,rock,classic rock,0.551,0.947,2,-4.671,1,0.152,0.000652,0.000257,0.0637,0.466,127.657,282747
Baba O'Riley,The Who,76,Who's Next,1971-08-14,Classic Rock Drive,rock,classic rock,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400
Ramble On - 1990 Remaster,Led Zeppelin,70,Led Zeppelin II,1969-10-22,Classic Rock Drive,rock,classic rock,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,263333
Who Are You,The Who,12,Who Are You,1978-08-18,Classic Rock Drive,rock,classic rock,0.653,0.631,9,-11.334,1,0.0461,0.299,0.00265,0.0627,0.516,156.32,381627
Killer Queen - 2011 Mix,Queen,67,Sheer Heart Attack (Deluxe Remastered Version),1974-11-08,Classic Rock Drive,rock,classic rock,0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,179600
Start Me Up - Remastered,The Rolling Stones,76,Tattoo You (2009 Re-Mastered),1981-08-24,Classic Rock Drive,rock,classic rock,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067
Somebody To Love - 2011 Mix,Queen,69,A Day At The Races (Deluxe Remastered Version),1976-12-10,Classic Rock Drive,rock,classic rock,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,296493
Paradise City,Guns N' Roses,16,Appetite For Destruction,1987-01-01,Classic Rock Drive,rock,classic rock,0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307
Fortunate Son,Creedence Clearwater Revival,80,Willy And The Poor Boys,1969-11-02,Classic Rock Workout,rock,classic rock,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773
Won't Get Fooled Again - Remix,The Who,61,Who's Next (Expanded Edition),1971-08-14,Classic Rock Workout,rock,classic rock,0.702,0.841,2,-9.837,1,0.045,0.256,0.235,0.0584,0.271,134.919,513000
Gimme Shelter,The Rolling Stones,75,Let It Bleed,1969-12-05,Classic Rock Workout,rock,classic rock,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773
Sweet Child O' Mine,Guns N' Roses,22,Appetite For Destruction,1987-01-01,Classic Rock Workout,rock,classic rock,0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,356400
Welcome To The Jungle,Guns N' Roses,19,Appetite For Destruction,1987-01-01,Classic Rock Workout,rock,classic rock,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,273600
I Don't Wanna Get Wise,The Who,41,I Don't Wanna Get Wise,2019-11-22,Classic Rock Now,rock,classic rock,0.49,0.901,10,-3.466,1,0.0419,0.0326,2.96E-06,0.136,0.397,132.953,234640
Unbroken,Bon Jovi,56,Unbroken,2019-11-01,Classic Rock Now,rock,classic rock,0.229,0.671,8,-5.567,1,0.0437,0.0787,0,0.1,0.412,69.922,367440
You’re The Best Thing About Me,U2,60,Songs Of Experience (Deluxe Edition),2017-12-01,Classic Rock Now,rock,classic rock,0.65,0.78,2,-6.713,1,0.0351,0.002,1.18E-06,0.294,0.809,117.023,225400
Ball and Chain,The Who,33,Ball and Chain,2019-09-13,Classic Rock Now,rock,classic rock,0.44,0.848,9,-5.6,1,0.0313,0.00515,0.465,0.0725,0.269,90.027,269933
All This Music Must Fade,The Who,33,All This Music Must Fade,2019-10-03,Classic Rock Now,rock,classic rock,0.503,0.926,2,-4.979,1,0.0404,0.00165,0.0145,0.34,0.504,152.02,200800
Jump,Van Halen,15,1984,1984-01-03,Supernatural Classic Rock,rock,classic rock,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,239560
Rock You Like A Hurricane,Scorpions,14,Love At First Sting,1984-05-04,Supernatural Classic Rock,rock,classic rock,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,252493
Saturday Night Special,Lynyrd Skynyrd,0,Lynyrd Skynyrd Greatest Hits,2008-01-01,Supernatural Classic Rock,rock,classic rock,0.578,0.583,9,-11.403,1,0.0547,0.0246,0.000277,0.263,0.663,121.28,308133
Run Through The Jungle,Creedence Clearwater Revival,0,Creedence Clearwater Revival - Best Of (Deluxe),2008-06-02,Supernatural Classic Rock,rock,classic rock,0.659,0.686,7,-6.71,1,0.0392,0.0597,0.0145,0.0894,0.878,136.666,184640
Simple Man,Lynyrd Skynyrd,5,Lynyrd Skynyrd Greatest Hits,2008-01-01,Supernatural Classic Rock,rock,classic rock,0.464,0.718,6,-9.693,1,0.0328,0.00395,0.004,0.17,0.476,120.669,354027
Bad Moon Rising,Creedence Clearwater Revival,0,Green River,1969-08-03,Supernatural Classic Rock,rock,classic rock,0.676,0.502,2,-15.427,1,0.0271,0.0834,3.50E-05,0.0676,0.964,89.816,141400
Eruption,Van Halen,8,Van Halen (Reissue),1978-02-07,Supernatural Classic Rock,rock,classic rock,0.193,0.68,8,-8.471,1,0.053,0.425,0.48,0.109,0.521,81.346,102133
Hot For Teacher,Van Halen,7,1984,1984-01-03,Supernatural Classic Rock,rock,classic rock,0.552,0.948,2,-4.896,1,0.15,0.000461,0.00031,0.0607,0.502,127.473,282467
Born On The Bayou,Creedence Clearwater Revival,12,Bayou Country (40th Anniversary Edition),1969-01-05,Supernatural Classic Rock,rock,classic rock,0.656,0.601,9,-7.734,1,0.0389,0.0553,0.0667,0.0974,0.576,117.296,315200
Misty Mountain Hop - Remaster,Led Zeppelin,51,Led Zeppelin IV (Deluxe Edition),1971-11-08,Supernatural Classic Rock,rock,classic rock,0.47,0.806,2,-7.165,1,0.0369,0.379,0.0624,0.86,0.787,132.359,278907
Jamie's Cryin',Van Halen,0,Van Halen (Reissue),1978-02-07,Supernatural Classic Rock,rock,classic rock,0.556,0.933,8,-6.288,1,0.0394,0.0972,0.00177,0.245,0.708,127.685,210533
I Want It All - Remastered 2011,Queen,19,Greatest Hits II (2011 Remaster),1991-10-28,Supernatural Classic Rock,rock,classic rock,0.398,0.834,11,-5.786,0,0.0472,0.0298,2.35E-06,0.385,0.389,92.376,241253
Cotton Fields,Creedence Clearwater Revival,12,Willy And The Poor Boys (40th Anniversary Edition),1969-11-02,Supernatural Classic Rock,rock,classic rock,0.588,0.656,9,-7.563,1,0.0297,0.195,0,0.153,0.866,148.691,177267
Rock and Roll - 1990 Remaster,Led Zeppelin,59,Led Zeppelin IV,1971-11-08,Supernatural Classic Rock,rock,classic rock,0.327,0.895,9,-7.428,1,0.0367,0.000564,0.0159,0.104,0.898,169.39,219800
Back In the Saddle,Aerosmith,60,Rocks,1976-05-14,Supernatural Classic Rock,rock,classic rock,0.426,0.903,1,-9.661,1,0.0389,0.00578,0.00945,0.0945,0.762,122.201,280360
Good Golly Miss Molly,Creedence Clearwater Revival,51,Bayou Country (40th Anniversary Edition),1969-01-05,Supernatural Classic Rock,rock,classic rock,0.566,0.765,10,-7.551,0,0.0323,0.18,0.0133,0.136,0.969,75.008,161853
Rock You Like a Hurricane,Scorpions,64,Comeblack,2011-11-04,Classic Rock Legends,rock,classic rock,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573
Runnin' With The Devil,Van Halen,14,Van Halen (Reissue),1978-02-07,Classic Rock Legends,rock,classic rock,0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,216733
Paint It Black,The Rolling Stones,14,Aftermath (Remastered),1966-04-15,Classic Rock Legends,rock,classic rock,0.482,0.8,11,-9.278,0,0.0916,0.0569,0.00223,0.387,0.569,158.81,202267
Wind of Change,Scorpions,54,Comeblack,2011-11-04,Classic Rock Legends,rock,classic rock,0.491,0.613,0,-5.567,1,0.0266,0.00511,0,0.107,0.175,75.907,308867
Welcome To The Jungle,Guns N' Roses,1,Appetite For Destruction (Explicit Version),1987-01-01,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.443,0.955,8,-8.066,1,0.0741,0.0222,0.361,0.297,0.333,123.423,273600
You Really Got Me,Van Halen,3,Van Halen (Reissue),1978-02-07,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.464,0.944,1,-5.309,1,0.107,0.0159,5.66E-06,0.384,0.716,137.864,157640
Princes Of The Universe,Queen,0,A Kind Of Magic,1986,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.396,0.623,7,-14.327,1,0.0633,0.0273,0,0.313,0.34,81.326,213200
Sweet Home Alabama,Lynyrd Skynyrd,3,A Retrospective,1993-04-19,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.598,0.606,0,-11.812,1,0.0256,0.162,0.000357,0.353,0.91,97.736,287173
Have You Ever Seen The Rain?,Creedence Clearwater Revival,3,Pendulum (40th Anniversary Edition),1970-12-07,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28E-05,0.133,0.774,116.109,160133
Stairway to Heaven - 1990 Remaster,Led Zeppelin,69,Led Zeppelin IV,1971-11-08,Southern Rock/Classic Rock,rock,classic rock,0.346,0.335,7,-12.453,1,0.0339,0.575,0.00674,0.185,0.213,84.204,478173
Sweet Home Alabama,Lynyrd Skynyrd,4,The Essential Lynyrd Skynyrd,1998,Southern Rock/Classic Rock,rock,classic rock,0.612,0.628,7,-10.385,1,0.0257,0.247,0.000194,0.0907,0.927,97.903,283733
Simple Man,Lynyrd Skynyrd,6,The Essential Lynyrd Skynyrd,1998,Southern Rock/Classic Rock,rock,classic rock,0.433,0.756,6,-8.763,1,0.0443,0.00296,0.00166,0.268,0.415,120.574,356960
Gimme Three Steps,Lynyrd Skynyrd,3,The Essential Lynyrd Skynyrd,1998,Southern Rock/Classic Rock,rock,classic rock,0.583,0.796,9,-7.524,1,0.0905,0.333,0.00122,0.141,0.847,133.512,270333
Tuesday's Gone,Lynyrd Skynyrd,0,Favorites,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.225,0.614,9,-8.112,1,0.0304,0.0216,0.000235,0.0794,0.454,147.724,452813
Have You Ever Seen The Rain,Creedence Clearwater Revival,4,The Long Road Home - The Ultimate John Fogerty / Creedence Collection,2005-12-14,Southern Rock/Classic Rock,rock,classic rock,0.785,0.688,0,-5.667,1,0.0274,0.0642,0.000206,0.268,0.84,116.048,158867
Down On The Corner,Creedence Clearwater Revival,46,Chronicle: 20 Greatest Hits,1976-01-01,Southern Rock/Classic Rock,rock,classic rock,0.855,0.468,0,-11.501,1,0.13,0.424,0.0105,0.0494,0.85,107.87,164560
Bad Moon Rising,Creedence Clearwater Revival,5,The Long Road Home - The Ultimate John Fogerty / Creedence Collection,2005-12-14,Southern Rock/Classic Rock,rock,classic rock,0.518,0.839,2,-3.904,1,0.0406,0.0359,0,0.0817,0.935,179.098,139280
Someday Never Comes,Creedence Clearwater Revival,55,Mardi Gras,1972-04-11,Southern Rock/Classic Rock,rock,classic rock,0.69,0.367,11,-14.697,1,0.0368,0.036,0,0.0774,0.324,136.945,239507
Black Dog - 1990 Remaster,Led Zeppelin,53,Led Zeppelin IV,1971-11-08,Southern Rock/Classic Rock,rock,classic rock,0.432,0.848,4,-8.095,0,0.0878,0.274,0.0344,0.233,0.743,81.201,294000
Fool in the Rain - 2012 Remaster,Led Zeppelin,40,In Through The Out Door (Deluxe Edition),1979-08-15,Southern Rock/Classic Rock,rock,classic rock,0.52,0.912,0,-7.512,1,0.0487,0.124,0.00151,0.239,0.702,131.403,370920
Dance The Night Away,Van Halen,2,Van Halen II,1979,Southern Rock/Classic Rock,rock,classic rock,0.526,0.891,8,-4.508,1,0.0732,0.0672,0,0.0472,0.689,129.001,189667
"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,61,Singles 1965-1967,2004-07-12,Southern Rock/Classic Rock,rock,classic rock,0.496,0.859,5,-7.927,0,0.0934,0.0135,0.065,0.349,0.768,159.694,224133
Kashmir - 1990 Remaster,Led Zeppelin,69,Physical Graffiti,1975-02-24,Southern Rock/Classic Rock,rock,classic rock,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22E-05,0.155,0.581,80.617,508200
Dazed and Confused,Led Zeppelin,63,Led Zeppelin,1969-01-12,Southern Rock/Classic Rock,rock,classic rock,0.271,0.553,2,-9.526,1,0.0472,0.044,0.0096,0.0999,0.433,86.762,386373
Heartbreaker - 1990 Remaster,Led Zeppelin,63,Led Zeppelin II,1969-10-22,Southern Rock/Classic Rock,rock,classic rock,0.403,0.709,9,-9.366,1,0.0885,0.0746,0.494,0.132,0.654,97.161,254133
I Ain't The One,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.368,0.788,2,-7.426,1,0.0838,0.352,3.36E-06,0.236,0.768,91.882,232920
Call Me The Breeze,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.237,0.698,2,-7.698,1,0.0465,0.000726,0.199,0.116,0.794,186.093,307360
Workin' For MCA,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.253,0.891,9,-7.719,1,0.0784,0.00399,0.000814,0.196,0.837,170.775,287040
Swamp Music,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.402,0.881,9,-7.519,1,0.162,0.0976,0.013,0.0797,0.709,187.739,210987
Saturday Night Special,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.548,0.593,9,-9.446,1,0.0526,0.0132,0.000294,0.159,0.563,121.31,309453
All I Can Do Is Write About It,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.575,0.408,7,-10.245,1,0.0299,0.185,0,0.104,0.448,75.286,262560
Gimme Back My Bullets,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.42,0.78,1,-8.628,1,0.0465,0.314,8.17E-06,0.0785,0.961,168.897,208880
What's Your Name,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.666,0.593,2,-7.612,1,0.0284,0.677,1.46E-05,0.104,0.96,135.196,211867
That Smell,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.449,0.599,9,-9.932,0,0.036,0.0373,0.0457,0.311,0.653,117.142,348387
Don't Ask Me No Questions,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.593,0.612,7,-9.422,1,0.0386,0.0845,0.000976,0.103,0.96,130.231,204547
One More Time - Original Version,Lynyrd Skynyrd,0,The Complete Collection,2008-01-01,Southern Rock/Classic Rock,rock,classic rock,0.365,0.755,7,-8.621,1,0.0364,0.194,5.79E-05,0.472,0.775,176.039,302440
